compression,eb,data,metric,decompression error
pmc,0.01,aus,psnr,49.16255474090576
pmc,0.03,aus,psnr,38.09755086898804
pmc,0.05,aus,psnr,34.235944747924805
pmc,0.07,aus,psnr,31.695327758789062
pmc,0.1,aus,psnr,29.194247722625732
pmc,0.15,aus,psnr,26.385395526885986
pmc,0.2,aus,psnr,24.142937660217285
pmc,0.25,aus,psnr,21.870625019073486
pmc,0.3,aus,psnr,20.262317657470703
pmc,0.4,aus,psnr,18.795547485351562
pmc,0.5,aus,psnr,17.960174083709717
pmc,0.65,aus,psnr,17.258167266845703
pmc,0.8,aus,psnr,16.989816427230835
swing,0.01,aus,psnr,48.13331604003906
swing,0.03,aus,psnr,38.11251163482666
swing,0.05,aus,psnr,33.80181312561035
swing,0.07,aus,psnr,30.790722370147705
swing,0.1,aus,psnr,27.256629467010498
swing,0.15,aus,psnr,23.55686902999878
swing,0.2,aus,psnr,20.797078609466553
swing,0.25,aus,psnr,19.662437438964844
swing,0.3,aus,psnr,17.82270073890686
swing,0.4,aus,psnr,15.290700197219849
swing,0.5,aus,psnr,14.246808290481567
swing,0.65,aus,psnr,14.154579639434814
swing,0.8,aus,psnr,11.820056438446045
